sentence,fuel,machine,others,part,price,service,clean_sentence
"CHR = harga selangit , fitur kurang joss",neutral,neutral,neutral,negative,negative,neutral,chr harga langit fitur kurang joss
Bengkel honda payah bro ! Ngaret . Bengkel sebelah on time . #noted,neutral,neutral,neutral,neutral,neutral,negative,bengkel honda payah bro ngaret bengkel belah on time noted
keren pajero bro ... fortuner mah lewat ..,neutral,neutral,negative,neutral,neutral,neutral,keren pajero bro fortuner mah lewat
Yahama Aerox 155 vva akselerasi memang top.,neutral,positive,neutral,neutral,neutral,neutral,yahama aerox vva akselerasi memang top
scoopy kece . Bensin irit dibawa jauh pun tidak rewel . Enggak banyak buang-buang uang saat servis .,positive,neutral,positive,neutral,neutral,positive,scoopy kece bensin irit bawa jauh pun tidak rewel enggak banyak buangbuang uang saat servis
"Daihatsu Sigra, tangki bensin rawan bocor karena terbuat dari bahan plastik.",neutral,neutral,neutral,negative,neutral,neutral,daihatsu sigra tangki bensin rawan bocor karena buat dari bahan plastik
"menurut gue ini mobil agak cengeng sih , alias banyak penyakit , menurut pendapat saya",neutral,neutral,negative,neutral,neutral,neutral,turut gue ini mobil agak cengeng sih alias banyak sakit turut dapat saya
"grand livina XV matic saya sangat nyaman , enggak pernah ada masalah berarti . nissan top",neutral,neutral,positive,neutral,neutral,neutral,grand livina xv matic saya sangat nyaman enggak pernah ada masalah arti nissan top
Altis ku tahun 2001 istimewa banget,neutral,neutral,positive,neutral,neutral,neutral,altis ku tahun istimewa banget
Desain Unibody ini memberikan kemampuan lebih kepada Avanza dalam menahan beban dan itu salah satu poin dibandingkan dengan para pesaing nya juragan,neutral,neutral,neutral,positive,neutral,neutral,desain unibody ini beri mampu lebih kepada avanza dalam tahan beban dan itu salah satu poin banding dengan para saing nya juragan
Entah kenapa gue melihat mobil ini enggak proporsional dari samping - belakang,neutral,neutral,neutral,negative,neutral,neutral,entah kenapa gue lihat mobil ini enggak proporsional dari samping belakang
Menurut gw sih fortuner menang jauh dari segi kemewahan nya daripada pajero yg kampungan banget,neutral,neutral,negative,neutral,neutral,neutral,turut gw sih fortuner menang jauh dari segi mewah nya daripada pajero yg kampung banget
Menurut saya pribadi : Vario 150 2018 hanya ganti baju saja . Mesin dan rem kurang memuaskan karena tak ada peningkatan .,neutral,negative,neutral,negative,neutral,neutral,turut saya pribadi vario hanya ganti baju saja mesin dan rem kurang muas karena tak ada tingkat
"kalau kata tukang bengkel , xenia adalah mobil irit . irit bensin ( dapat 1:12 ) .",positive,neutral,neutral,neutral,neutral,neutral,kalau kata tukang bengkel xenia adalah mobil irit irit bensin dapat
Kalo Ada HRV prestige .. pasti juara disini,neutral,neutral,positive,neutral,neutral,neutral,kalo ada hrv prestige pasti juara sini
"Adik ku juga pakai hrv tetapi yang 1500 , kalau lagi nebeng di kursi belakang memang nyaman banget luas .",neutral,neutral,neutral,positive,neutral,neutral,adik ku juga pakai hrv tetapi yang kalau lagi nebeng di kursi belakang memang nyaman banget luas
"Tadi siang mampir ke dealer mobil Toyota Bintaro , nanya-nanya mobil avanza . Sales girl - nya pelayanan nya gak ramah banget . Orang kayak gitu dijadiin sales mobil",neutral,neutral,neutral,neutral,neutral,negative,tadi siang mampir ke dealer mobil toyota bintaro nanyananya mobil avanza sales girl nya layan nya gak ramah banget orang kayak gitu dijadiin sales mobil
Wuling Confero mobil nyaman buat keluarga .,neutral,neutral,positive,neutral,neutral,neutral,wuling confero mobil nyaman buat keluarga
Honda HRV Cvt - nya lambat ( enggak tahu yang 1.8 ) .,neutral,neutral,neutral,negative,neutral,neutral,honda hrv cvt nya lambat enggak tahu yang
Suzuki All New Ertiga Kini Semakin Mahal,neutral,neutral,neutral,neutral,negative,neutral,suzuki all new ertiga kini makin mahal
Harga ignis sangat baik untuk harga mobil segitu,neutral,neutral,neutral,neutral,positive,neutral,harga ignis sangat baik untuk harga mobil segitu
"Toyota harga kemahalan , kualitas menurun , layanan purnajual menurun",neutral,neutral,negative,neutral,negative,negative,toyota harga mahal kualitas turun layan purnajual turun
service toyota memang tidak pernah mengecewakan,neutral,neutral,neutral,neutral,neutral,positive,service toyota memang tidak pernah kecewa
vario jauh lebih boros daripada mio,negative,neutral,neutral,neutral,neutral,neutral,vario jauh lebih boros daripada mio
Suspensi enak pajero sport bro bukan fortuner,neutral,neutral,neutral,negative,neutral,neutral,suspensi enak pajero sport bro bukan fortuner
meskipun honda brio body nya oke tapi kalo mesin nya tidak bagus ya buat apa,neutral,negative,neutral,positive,neutral,neutral,meski honda brio body nya oke tapi kalo mesin nya tidak bagus ya buat apa
"Toyota rush ini perawatan nya mudah , bengkel banyak di mana-mana .",neutral,neutral,neutral,neutral,neutral,positive,toyota rush ini awat nya mudah bengkel banyak di manamana
"Sampai saat ini brand mobil paling memuaskan gue secara keseluruhan : value , kualitas mobil , purnajual masih Toyota .",neutral,neutral,positive,neutral,positive,neutral,sampai saat ini brand mobil paling muas gue cara seluruh value kualitas mobil purnajual masih toyota
"suka sama brio karena lincah dan gesit banget untuk dibawa ke manapun, calya kalah jauh pokok nya",neutral,negative,neutral,neutral,neutral,neutral,suka sama brio karena lincah dan gesit banget untuk bawa ke mana calya kalah jauh pokok nya
"GL ini menurut saya, enak dikendarai dari perspektif pengemudi.",neutral,neutral,positive,neutral,neutral,neutral,gl ini turut saya enak kendara dari perspektif kemudi
Wuling cortez ini kayak nya nyaman banget sih daripada avanza,neutral,neutral,negative,neutral,neutral,neutral,wuling cortez ini kayak nya nyaman banget sih daripada avanza
cinta banget sama pilihan warna honda jazz yang bikin gemas,neutral,neutral,neutral,positive,neutral,neutral,cinta banget sama pilih warna honda jazz yang bikin gemas
"Kijang kapsul luas tetapi boros bensin , avanza irit tetapi sempit , huh",positive,neutral,neutral,negative,neutral,neutral,kijang kapsul luas tetapi boros bensin avanza irit tetapi sempit huh
saya lebih ke mobilio karena dari segi tenaga lebih unggul,neutral,positive,neutral,neutral,neutral,neutral,saya lebih ke mobilio karena dari segi tenaga lebih unggul
"Mitsubishi ini mobil yang perawatan nya gampang , enak banget",neutral,neutral,neutral,neutral,neutral,positive,mitsubishi ini mobil yang awat nya gampang enak banget
"mantep juga nih ketahanan mesin mobil nya wuling confero L, auto banyak yang beli buat taksi online.",neutral,positive,neutral,neutral,neutral,neutral,mantep juga nih tahan mesin mobil nya wuling confero l auto banyak yang beli buat taksi online
jazz tenaga nya oke banget daripada brio kalah jauh,neutral,negative,neutral,neutral,neutral,neutral,jazz tenaga nya oke banget daripada brio kalah jauh
Saya lebih cenderung VRZ punya daya tarik tersendiri,neutral,neutral,positive,neutral,neutral,neutral,saya lebih cenderung vrz punya daya tarik sendiri
kelengkapan fitur sama kapasitas cc dan power yang lebih gede .. sirion lebih banyak keunggulan,neutral,positive,neutral,positive,neutral,neutral,lengkap fitur sama kapasitas cc dan power yang lebih gede sirion lebih banyak unggul
"Saya pake all New Honda Brio Satya E gan , sangat nyaman dan good , apalagi brand nya H , beda dengan suzuki ignis dan Daihatsu sirion",neutral,neutral,negative,neutral,neutral,neutral,saya pake all new honda brio satya e gan sangat nyaman dan good apalagi brand nya h beda dengan suzuki ignis dan daihatsu sirion
"Tolong dong dibenahi AHAS nya , masa saya mau servis motor dan ganti oli mekanik nya gak ada .",neutral,neutral,neutral,neutral,neutral,negative,tolong dong benah ahas nya masa saya mau servis motor dan ganti oli mekanik nya gak ada
Penilaian saya adalah Avanza ini mobil nyaris sempurna,neutral,neutral,positive,neutral,neutral,neutral,nilai saya adalah avanza ini mobil nyaris sempurna
saya semakin yakin untuk pakai honda brio sebagai mobil sehari-hari karena menyenangkan untuk dikendarai .,neutral,neutral,positive,neutral,neutral,neutral,saya makin yakin untuk pakai honda brio bagai mobil seharihari karena senang untuk kendara
"kaki-kaki nyaman kabin dan bagasi juga luas banget , interior dan fitur juga terbilang bagus di kelas nya . Pokok nya senang lah pakai hrv",neutral,neutral,neutral,positive,neutral,neutral,kakikaki nyaman kabin dan bagasi juga luas banget interior dan fitur juga bilang bagus di kelas nya pokok nya senang lah pakai hrv
"Beli Wuling Confero S dapat jasa servis 2,5 tahun enggak usah bayar .",neutral,neutral,neutral,neutral,neutral,positive,beli wuling confero s dapat jasa servis tahun enggak usah bayar
Mini masih kalah besar tenaga nya dibanding daihatsu ayla turbo,neutral,positive,neutral,neutral,neutral,neutral,mini masih kalah besar tenaga nya banding daihatsu ayla turbo
Warna Avanza keluaran terbaru ini menambah mobil menjadi terlihat lebih modern,neutral,neutral,neutral,positive,neutral,neutral,warna avanza keluar baru ini tambah mobil jadi lihat lebih modern
"Xenia tahun 2008 dipakai selama 2 bulan bolak-balik jakarta - bandung , mesin tidak sekalipun bermasalah .",neutral,positive,neutral,neutral,neutral,neutral,xenia tahun pakai lama bulan bolakbalik jakarta bandung mesin tidak sekalipun masalah
"Semua tipe PCX 2018 keren apalagi yang PCX ABS . Keren banget model nya , bagus dan canggih mesin nya dan hemat BBM - nya .",positive,positive,positive,positive,neutral,neutral,semua tipe pcx keren apalagi yang pcx abs keren banget model nya bagus dan canggih mesin nya dan hemat bbm nya
"Kebetulan saya juga pakai HRV , namun pengalaman di bengkel resmi nya , banyak yang kurang menyenangkan . serta biaya servis nya agak mahal .",neutral,neutral,neutral,neutral,neutral,negative,betul saya juga pakai hrv namun alam di bengkel resmi nya banyak yang kurang senang serta biaya servis nya agak mahal
"enggak menyangka sekelas SUV 1800 cc bahan bakar 1 banding 12 dalam kota , irit banget .",positive,neutral,neutral,neutral,neutral,neutral,enggak sangka kelas suv cc bahan bakar banding dalam kota irit banget
City Car Daihatsu Satu Ini Ternyata Harga nya Tak Terlalu Mahal,neutral,neutral,neutral,neutral,positive,neutral,city car daihatsu satu ini nyata harga nya tak terlalu mahal
@Mitsubishi_ID Bengkel Matraman kurang bagus service mobil saya .,neutral,neutral,neutral,neutral,neutral,negative,mitsubishiid bengkel matraman kurang bagus service mobil saya
Xpander bodi juga kaleng . Siapa bilang hanya rush doang yg kaleng,neutral,neutral,neutral,negative,neutral,neutral,xpander bodi juga kaleng siapa bilang hanya rush doang yg kaleng
Honda Brio RS CVT mantap bro . Cuma harga agak mahal saja sih,neutral,neutral,positive,neutral,negative,neutral,honda brio rs cvt mantap bro cuma harga agak mahal saja sih
avanza mantep banget power nya buat dibawa ke jalanan tajam,neutral,positive,neutral,neutral,neutral,neutral,avanza mantep banget power nya buat bawa ke jalan tajam
brio manuver nya lincah abis kalo dibanding sama calya,neutral,negative,neutral,neutral,neutral,neutral,brio manuver nya lincah abis kalo banding sama calya
purnajual kembali toyota rush juga masih bagus .,neutral,neutral,neutral,neutral,positive,neutral,purnajual kembali toyota rush juga masih bagus
Bengkel @Honda Terang anugrah pamulang payah pelayanan nya,neutral,neutral,neutral,neutral,neutral,negative,bengkel honda terang anugrah pamulang payah layan nya
"Saya beli Avanza 2011 , untuk harga sangat ergonomis buat keluarga dan untuk konsumsi bensin nya irit .",positive,neutral,neutral,neutral,positive,neutral,saya beli avanza untuk harga sangat ergonomis buat keluarga dan untuk konsumsi bensin nya irit
"Suspensi agak keras , dan juga belum ada telescopic di setir , semoga ada perubahan di Terios ke depan nya , terima kasih .",neutral,neutral,neutral,negative,neutral,neutral,suspensi agak keras dan juga belum ada telescopic di setir moga ada ubah di terios ke depan nya terima kasih
kalau yang aku rasakan sih performa avanza 1.5 lebih lincah dan lebih irit,positive,positive,neutral,neutral,neutral,neutral,kalau yang aku rasa sih performa avanza lebih lincah dan lebih irit
Avanza sih harga nya murah nan ramah,neutral,neutral,neutral,neutral,positive,neutral,avanza sih harga nya murah nan ramah
Honda vario ku murah perawatan rutin dan selalu termonitor kalau ada kekurangan satu dan lainnya dapat terdeteksi secara cepat dan bahkan banyak tempat servis yang tersebar menjadikan mudah dalam pemeliharaan nya .,neutral,neutral,neutral,neutral,neutral,positive,honda vario ku murah awat rutin dan selalu monitor kalau ada kurang satu dan lain dapat deteksi cara cepat dan bahkan banyak tempat servis yang sebar jadi mudah dalam pelihara nya
udah delapan bulan baru jadi lama bener,neutral,neutral,neutral,neutral,neutral,negative,udah delapan bulan baru jadi lama bener
Agak kemahalan ya untuk sekelas brio,neutral,neutral,neutral,neutral,negative,neutral,agak mahal ya untuk kelas brio
Konsumsi bahan bakar Avanza cukup irit,positive,neutral,neutral,neutral,neutral,neutral,konsumsi bahan bakar avanza cukup irit
"xenia li saya , tahun 2006 akhir dah vvti bunyi mesin nya kasar kalau posisi diam . kayak diesel gitu .",neutral,negative,neutral,neutral,neutral,neutral,xenia li saya tahun akhir dah vvti bunyi mesin nya kasar kalau posisi diam kayak diesel gitu
"Dari semua merek mobil yang pernah saya pakai , terios baru ini lumayan boros .",negative,neutral,neutral,neutral,neutral,neutral,dari semua merek mobil yang pernah saya pakai terios baru ini lumayan boros
"Mini cooper , mobil stylish yang mendekati sempurna",neutral,neutral,positive,neutral,neutral,neutral,mini cooper mobil stylish yang dekat sempurna
Memiliki mesin dual VVTI dan sistem penggerak roda belakang membuat Daihatsu Great New Xenia punya keunggulan dalam efisiensi dan kemudahan perawatan nya .,positive,neutral,neutral,neutral,neutral,positive,milik mesin dual vvti dan sistem gerak roda belakang buat daihatsu great new xenia punya unggul dalam efisiensi dan mudah awat nya
Aku sudah test drive dan merasakan tarikan yang cukup mantap di mobil wuling ini .,neutral,positive,neutral,neutral,neutral,neutral,aku sudah test drive dan rasa tari yang cukup mantap di mobil wuling ini
mesin wuling confero ini tidak berisik,neutral,negative,neutral,neutral,neutral,neutral,mesin wuling confero ini tidak berisik
"Fortuner kalau dilihat harga nya memang menjulang tinggi . tetapi di balik harga itu , kualitas yang diberikan juga bagus .",neutral,neutral,positive,neutral,negative,neutral,fortuner kalau lihat harga nya memang julang tinggi tetapi di balik harga itu kualitas yang beri juga bagus
ampun deh punya xenia uang habis cuma buat konsumsi bensin,negative,neutral,neutral,neutral,neutral,neutral,ampun deh punya xenia uang habis cuma buat konsumsi bensin
Wah kayak nya si wuling formo ini kurang meyakinkan buat tunggangan besi harian.,neutral,neutral,negative,neutral,neutral,neutral,wah kayak nya si wuling formo ini kurang yakin buat tunggang besi hari
"Toyota Rush saya , konsumsi bahan bakar nya cukup irit .",positive,neutral,neutral,neutral,neutral,neutral,toyota rush saya konsumsi bahan bakar nya cukup irit
"harga nya terbilang murah dengan fitur dan desain yang cukup keren , suzuki baleno 2017",neutral,neutral,neutral,positive,positive,neutral,harga nya bilang murah dengan fitur dan desain yang cukup keren suzuki baleno
"ya benar kak , kelemahan mobilio cuma 1 , di mesin nya kalau kecepatan di atas 100 kph , memang berisik banget sih .",neutral,negative,neutral,neutral,neutral,neutral,ya benar kak lemah mobilio cuma di mesin nya kalau cepat di atas kph memang berisik banget sih
"Hmm pelayanan nya not recommended lah , masih lebih bagus bengkel non-resmi ( @ Astra International Daihatsu ( Pondok Cabe ))",neutral,neutral,neutral,neutral,neutral,negative,hmm layan nya not recommended lah masih lebih bagus bengkel nonresmi astra international daihatsu pondok cabe
"wah , juragan xenia li 2004 saya dulu 5 tahun belum ganti ban . masih tebal semua",neutral,neutral,neutral,positive,neutral,neutral,wah juragan xenia li saya dulu tahun belum ganti ban masih tebal semua
"Perubahan minor ya wajar gak naik harga , gak naik harga aja penjualan minim apa lagi naik harga . Pabrikan jepang sama2 aja pelit nya ....",neutral,neutral,neutral,neutral,negative,neutral,ubah minor ya wajar gak naik harga gak naik harga aja jual minim apa lagi naik harga pabrikan jepang sama2 aja pelit nya
Gue lebih milih honda karena minim perawatan dan suku cadang yang awet dan murah,neutral,neutral,neutral,positive,neutral,positive,gue lebih milih honda karena minim awat dan suku cadang yang awet dan murah
livina di tempat gue bensin nya asli boros banget kalau soal ngelitik memang iya,negative,negative,neutral,neutral,neutral,neutral,livina di tempat gue bensin nya asli boros banget kalau soal ngelitik memang iya
saya pilih xi+ karena ternyata irit nya enggak beda jauh .,positive,neutral,neutral,neutral,neutral,neutral,saya pilih xi karena nyata irit nya enggak beda jauh
Wuling Formo 1.2 Standard yang ramah untuk penumpang.,neutral,neutral,positive,neutral,neutral,neutral,wuling formo standard yang ramah untuk tumpang
Xenia dengan pegangan pintu nya yang diposisikan tengah menurut saya sendiri kurang suka sih,neutral,neutral,neutral,negative,neutral,neutral,xenia dengan pegang pintu nya yang posisi tengah turut saya sendiri kurang suka sih
Kalau rush banyak jeroan nya jadi berat tetapi stabil .,neutral,positive,neutral,negative,neutral,neutral,kalau rush banyak jeroan nya jadi berat tetapi stabil
"Veloz keluaran Toyota ternyata enak dipake , nyaman , pesan dari dealer juga gak lama inden nya , thanks toyota :D",neutral,neutral,positive,neutral,neutral,positive,veloz keluar toyota nyata enak dipake nyaman pesan dari dealer juga gak lama inden nya thanks toyota d
@Auto2000ID maaf kenapa ya mobil ya setelah di servis di dealer toyota sekarang mobil nya jadi susah di starter ? Dan sering mati mati,neutral,neutral,neutral,neutral,neutral,negative,auto2000id maaf kenapa ya mobil ya telah di servis di dealer toyota sekarang mobil nya jadi susah di starter dan sering mati mati
Mobil xenia mantap irit pula . untuk perawatan nya mesin nya lumayan murah .,positive,neutral,positive,neutral,neutral,positive,mobil xenia mantap irit pula untuk awat nya mesin nya lumayan murah
"setelah membeli toyota calya , saya merasakan banyak lagi kelebihan nya .",neutral,neutral,positive,neutral,neutral,neutral,telah beli toyota calya saya rasa banyak lagi lebih nya
"Dari segi harga terlalu mahal , mengingat harga Sparepart Mitsubishi Xpander selangit .",neutral,neutral,neutral,neutral,negative,neutral,dari segi harga terlalu mahal ingat harga sparepart mitsubishi xpander langit
yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish,neutral,neutral,neutral,positive,neutral,neutral,yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish
"Enak juga bengkel Toyota di margonda ini . Semua petugas ramah dan helpful , layanan cepat , dan dapat kopi gratis .",neutral,neutral,neutral,neutral,neutral,positive,enak juga bengkel toyota di margonda ini semua tugas ramah dan helpful layan cepat dan dapat kopi gratis
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah",neutral,neutral,neutral,neutral,neutral,negative,belum ramadhan saya ganti accu di bengkel honda jakarta center jayakarta belum tahun sudah soak payah
harga unit mobil GL kemahalan,neutral,neutral,neutral,neutral,negative,neutral,harga unit mobil gl mahal
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin",neutral,positive,neutral,positive,positive,neutral,pakai rush trd enak banget dari bangku kakikaki enak dan saya bawa lari dengan cepat hampir km jam tidak limbung dan masalah bensin irit banget dan ac dingin
Pakai Altis v enggak boros-boros amat sih,positive,neutral,neutral,neutral,neutral,neutral,pakai altis v enggak borosboros amat sih
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .",positive,positive,neutral,neutral,neutral,neutral,apalagi kalau jalan jauh dengan bensin yang irit banget bagi saya begitu performa yang stabil avanza adalah mobil idam bagi saya dan juga keluarga besar saya
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .",neutral,neutral,neutral,negative,neutral,neutral,yang saya enggak suka kalau saya duduk di belakang kepala mentok dengan atap dengan tinggi cm duduk di posisi kemudi rambut saya kena plafon mobil jadi kurang nyaman
Saya pribadi lebih suka sama design luar dalam CX3,neutral,neutral,neutral,positive,neutral,neutral,saya pribadi lebih suka sama design luar dalam cx3
Bagusan Fortuner daripada Pajero sport,neutral,neutral,negative,neutral,neutral,neutral,bagus fortuner daripada pajero sport
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',neutral,neutral,neutral,neutral,neutral,positive,jauh ini belum ne mu bengkel resmi mitsubishi yang layan nya bagus
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,neutral,neutral,negative,neutral,neutral,neutral,toyota lebih unggul dari mitsubishi cara worldwide masuk di indonesia
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .",neutral,positive,neutral,positive,neutral,neutral,toyota innova suspensi nya sangat mantap tidak pernah rewel mesin nya karena rutin servis
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .",neutral,neutral,negative,neutral,neutral,neutral,gue pakai hrv juga dan udah tahun jujur enggak suka sih sama ini mobil
Rush cocok untuk segala medan,neutral,neutral,positive,neutral,neutral,neutral,rush cocok untuk segala medan
"xenia li sudah ada power window , tachometer , power steering",neutral,neutral,neutral,positive,neutral,neutral,xenia li sudah ada power window tachometer power steering
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .",neutral,neutral,positive,neutral,neutral,neutral,khusus xenia ada alam tahun guna oleh tim proyek lama bulan jakarta bandung tiap hari via tol tidak ada keluh sedikit pun
Altis G MT jadi tunggangan nyaman .,neutral,neutral,positive,neutral,neutral,neutral,altis g mt jadi tunggang nyaman
keseluruhan saya suka dengan Terios .,neutral,neutral,positive,neutral,neutral,neutral,seluruh saya suka dengan terios
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,neutral,neutral,negative,neutral,neutral,neutral,alam hrv e cvt sangat tidak puas
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,neutral,neutral,negative,neutral,neutral,neutral,moga kembang toyota biar gk ditinggalin customer nya satu per satu
Xpander pokok nya terbaik di kelas nya .,neutral,neutral,positive,neutral,neutral,neutral,xpander pokok nya baik di kelas nya
Puas banget coi punya Xpander mah .,neutral,neutral,positive,neutral,neutral,neutral,puas banget coi punya xpander mah
Xi 2005 hebat banget nih mobil . kuat pakai premium ( 1:11 ) irit abis,positive,neutral,positive,neutral,neutral,neutral,xi hebat banget nih mobil kuat pakai premium irit abis
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang ,",neutral,neutral,positive,positive,positive,neutral,seluruh gue suka xenia murah desain lucu muat banyak barang
"Coba dong ke Honda Autoland Kelapa Gading , beda benar . Pelayanan , kualitas ruang tunggu dan lain-lain yang enggak banget .",neutral,neutral,neutral,neutral,neutral,negative,coba dong ke honda autoland kelapa gading beda benar layan kualitas ruang tunggu dan lainlain yang enggak banget
"Ayah saya tahu karakter mesin , dia bilang karakter mesin nya calya oke",neutral,positive,neutral,neutral,neutral,neutral,ayah saya tahu karakter mesin dia bilang karakter mesin nya calya oke
calya didesain dapat dipakai untuk semua kalangan usia,neutral,neutral,neutral,positive,neutral,neutral,calya desain dapat pakai untuk semua kalang usia
Jazz VTEC Lama saja lebih murah,neutral,neutral,neutral,neutral,positive,neutral,jazz vtec lama saja lebih murah
avanza dapat bermanuver lincah mesin nya,neutral,positive,neutral,neutral,neutral,neutral,avanza dapat manuver lincah mesin nya
avanza lincah banget kalo buat lari meskipun gaya nya jadul abis hehe,neutral,positive,neutral,negative,neutral,neutral,avanza lincah banget kalo buat lari meski gaya nya jadul abis hehe
"Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .",positive,neutral,positive,neutral,positive,neutral,saya dapat harga cuma juta juli lumayan murah banget si wagon awet irit
saya akan pilih all new grand livina . jelas lebih nyaman . lebih mewah . lebih keren . mobil nya anak muda lagi .,neutral,neutral,positive,neutral,neutral,neutral,saya akan pilih all new grand livina jelas lebih nyaman lebih mewah lebih keren mobil nya anak muda lagi
Elektronik Parking Brake HRV sudah oke banget .,neutral,neutral,neutral,positive,neutral,neutral,elektronik parking brake hrv sudah oke banget
"Seperti inilah rasa mengendarai Nissan GT - R R35 "" Godzilla "" bertenaga 537 hp dengan torsi 612 Nm yang sungguh kencang",neutral,positive,neutral,neutral,neutral,neutral,seperti ini rasa kendara nissan gt r r35 godzilla tenaga hp dengan torsi nm yang sungguh kencang
mobil bagus irit bahan bakar dan murah ya brio,positive,neutral,positive,neutral,positive,neutral,mobil bagus irit bahan bakar dan murah ya brio
Honda Brio ini mobil yang lumayan keren sih memang,neutral,neutral,positive,neutral,neutral,neutral,honda brio ini mobil yang lumayan keren sih memang
masalah nopol aja lama sekali mengurus nya kecewa sama nissan,neutral,neutral,neutral,neutral,neutral,negative,masalah nopol aja lama sekali urus nya kecewa sama nissan
"Motor beat paling nyaman , dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .",neutral,neutral,positive,neutral,positive,neutral,motor beat paling nyaman pakai untuk perempuan seperti saya apalagi bawa ke manamana sangat irit dan harga nya jangkau banding motor honda yang lain
"HRV prestige akhir tahun 2017 bagasi luas , bbm irit bisa 1:12 , jok kulit , lampu led enak kalau dipakai malam hari .",positive,neutral,neutral,positive,neutral,neutral,hrv prestige akhir tahun bagasi luas bbm irit bisa jok kulit lampu led enak kalau pakai malam hari
"dengan harga cuma 70 - 80 juta dapat mobil yang sangat nyaman , cuma Altis yang bisa",neutral,neutral,positive,neutral,positive,neutral,dengan harga cuma juta dapat mobil yang sangat nyaman cuma altis yang bisa
suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya .,neutral,positive,neutral,positive,neutral,neutral,suka banget sama fitur paddle shift nya hrv e kayak mobil balap kalau bawa di tol suara mesin nya
"Xenia yang saya pakai dari 2005 ini biaya perawatan yang rendah dan keandalan mesin yang tinggi ,",neutral,positive,neutral,neutral,neutral,positive,xenia yang saya pakai dari ini biaya awat yang rendah dan andal mesin yang tinggi
HRV nyaman terutama pas menyetir malam karena lampu nya terang ( double LED ) dan yang jelas irit .,positive,neutral,positive,positive,neutral,neutral,hrv nyaman utama pas setir malam karena lampu nya terang double led dan yang jelas irit
harga jual Nmax pun bersaing,neutral,neutral,neutral,neutral,positive,neutral,harga jual nmax pun saing
"Dengan sigra perjalanan lebih nyaman, budget bensin bisa dialokasikan untuk keperluan lain.",positive,neutral,positive,neutral,neutral,neutral,dengan sigra jalan lebih nyaman budget bensin bisa alokasi untuk perlu lain
"Kalau untuk secara desain , interior dan fitur Honda mumpuni okelah .",neutral,neutral,neutral,positive,neutral,neutral,kalau untuk cara desain interior dan fitur honda mumpuni oke
"Ke Bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak , payah nih Dealer Honda Cidodol , masa motor gua bener jadi rusak .",neutral,neutral,neutral,neutral,neutral,negative,ke bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak payah nih dealer honda cidodol masa motor gua bener jadi rusak
kemahalan ya agya kalau untuk keluarga dengan ekonomi pas-pasan,neutral,neutral,neutral,neutral,negative,neutral,mahal ya agya kalau untuk keluarga dengan ekonomi paspasan
Kalo soal irit dan perawatan sih tetep prefer ke supra x helm in .,positive,neutral,neutral,neutral,neutral,positive,kalo soal irit dan awat sih tetep prefer ke supra x helm in
sigra nih menemani jalan-jalan bersama keluarga. Ku bangga dengan mobil ini.,neutral,neutral,positive,neutral,neutral,neutral,sigra nih tani jalanjalan sama keluarga ku bangga dengan mobil ini
"Mobil ku daihatsu xenia ku irit , cocok banget buat keluarga indonesia dengan kursi 7 tambah lagi mesin handal ( 1.300 cc ) walau sudah sejak 2009",positive,positive,neutral,positive,neutral,neutral,mobil ku daihatsu xenia ku irit cocok banget buat keluarga indonesia dengan kursi tambah lagi mesin handal cc walau sudah sejak
Puas ketika pertama kali membeli dan memakai Toyota Calya ini sampai sekarang,neutral,neutral,positive,neutral,neutral,neutral,puas ketika pertama kali beli dan pakai toyota calya ini sampai sekarang
